,geneID,gene_symbol,gene_name,gene_other_symbol,gene_synonyms
422,522,ATP5PF,ATP synthase peripheral stalk subunit F6,"ATP5, ATP5A, ATP5J, ATPM, CF6, F6","ATP synthase-coupling factor 6, mitochondrial|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6|ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6|ATPase subunit F6|coupling factor 6|mitochondrial ATP synthase, coupling factor 6|mitochondrial ATP synthase, subunit F6|mitochondrial ATPase coupling factor 6|proliferation-inducing protein 36"
423,197131,UBR1,ubiquitin protein ligase E3 component n-recognin 1,JBS,E3 ubiquitin-protein ligase UBR1|E3a ligase|N-recognin-1|RING-type E3 ubiquitin transferase UBR1|ubiquitin ligase E3 alpha-I|ubiquitin-protein ligase E3-alpha|ubiquitin-protein ligase E3-alpha-1|ubiquitin-protein ligase E3-alpha-I
424,523,ATP6V1A,ATPase H+ transporting V1 subunit A,"ARCL2D, ATP6A1, ATP6V1A1, HO68, VA68, VPP2, Vma1","V-type proton ATPase catalytic subunit A|ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A|ATPase, H+ transporting, lysosomal, subunit A1|H(+)-transporting two-sector ATPase, subunit A|H+-transporting ATPase chain A, vacuolar (VA68 type)|V-ATPase 69 kDa subunit 1|V-ATPase A subunit 1|V-ATPase subunit A|vacuolar ATP synthase catalytic subunit A, ubiquitous isoform|vacuolar ATPase isoform VA68|vacuolar proton pump alpha subunit 1|vacuolar proton pump subunit alpha"
425,525,ATP6V1B1,ATPase H+ transporting V1 subunit B1,"ATP6B1, RTA1B, VATB, VMA2, VPP3","V-type proton ATPase subunit B, kidney isoform|ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1|H(+)-transporting two-sector ATPase, 58kD subunit|H+-ATPase beta 1 subunit|V-ATPase B1 subunit|V-ATPase subunit B 1|endomembrane proton pump 58 kDa subunit|vacuolar proton pump 3|vacuolar proton pump subunit B 1|vacuolar proton pump, subunit 3"
426,526,ATP6V1B2,ATPase H+ transporting V1 subunit B2,"ATP6B1B2, ATP6B2, DOOD, HO57, VATB, VPP3, Vma2, ZLS2","V-type proton ATPase subunit B, brain isoform|ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2|H+ transporting two-sector ATPase|V-ATPase B2 subunit|V-ATPase subunit B 2|endomembrane proton pump 58 kDa subunit|testicular secretory protein Li 65|vacuolar H+-ATPase 56,000 subunit|vacuolar proton pump subunit B 2"
427,527,ATP6V0C,ATPase H+ transporting V0 subunit c,"ATP6C, ATP6L, ATPL, VATL, VPPC, Vma3","V-type proton ATPase 16 kDa proteolipid subunit|ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c|H(+)-transporting two-sector ATPase, 16 kDa subunit|V-ATPase 16 kDa proteolipid subunit|vacuolar ATP synthase 16 kDa proteolipid subunit|vacuolar H+ ATPase proton channel subunit|vacuolar proton pump 16 kDa proteolipid subunit"
428,528,ATP6V1C1,ATPase H+ transporting V1 subunit C1,"ATP6C, ATP6D, VATC, Vma5","V-type proton ATPase subunit C 1|ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1|H(+)-transporting two-sector ATPase, subunit C|H+ -ATPase C subunit|H+-transporting ATPase chain C, vacuolar|V-ATPase C subunit|V-ATPase subunit C 1|subunit C of vacuolar proton-ATPase V1 domain|testicular tissue protein Li 223|vacuolar ATP synthase subunit C|vacuolar proton pump C subunit|vacuolar proton pump subunit C 1|vacuolar proton pump, 42-kD subunit|vacuolar proton-ATPase, subunit C, VI domain"
429,131601,TPRA1,transmembrane protein adipocyte associated 1,"GPR175, TMEM227, TPRA40","transmembrane protein adipocyte-associated 1|G protein-coupled receptor 175|integral membrane protein GPR175|seven transmembrane domain orphan receptor|transmembrane domain protein regulated in adipocytes 40 kDa|transmembrane protein 227|transmembrane protein, adipocyte asscociated 1"
430,529,ATP6V1E1,ATPase H+ transporting V1 subunit E1,"ARCL2C, ATP6E, ATP6E2, ATP6V1E, P31, Vma4","V-type proton ATPase subunit E 1|ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1|H(+)-transporting two-sector ATPase, 31kDa subunit|H+-transporting ATP synthase chain E, vacuolar|V-ATPase 31 kDa subunit|V-ATPase subunit E 1|V-ATPase, subunit E|vacuolar proton pump subunit E 1"
431,197135,PATL2,PAT1 homolog 2,"OOMD4, Pat1a, hPat1a",protein PAT1 homolog 2|PAT1-like protein 2|protein PAT1 homolog a|protein associated with topoisomerase II homolog 2
432,533,ATP6V0B,ATPase H+ transporting V0 subunit b,"ATP6F, HATPL, VMA16","V-type proton ATPase 21 kDa proteolipid subunit|ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b|ATPase, H+ transporting, lysosomal, 21-KD, V0 subunit C-prime, prime|ATPase, H+ transporting, lysosomal, subunit F|H(+)-transporting two-sector ATPase, subunit F|V-ATPase 21 kDa proteolipid subunit|V-ATPase subunit c''|vacuolar ATP synthase 21 kDa proteolipid subunit|vacuolar proton pump 21 kDa proteolipid subunit"
433,534,ATP6V1G2,ATPase H+ transporting V1 subunit G2,"ATP6G, ATP6G2, NG38, VMA10","V-type proton ATPase subunit G 2|ATPase, H+ transporting, lysosomal (vacuolar proton pump)|ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2|H(+)-transporting two-sector ATPase, subunit G2|V-ATPase 13 kDa subunit 2|vacuolar ATP synthase subunit G 2|vacuolar proton pump G subunit 2"
434,535,ATP6V0A1,ATPase H+ transporting V0 subunit a1,"ATP6N1, ATP6N1A, Stv1, VPP1, Vph1, a1","V-type proton ATPase 116 kDa subunit a isoform 1|V-type proton ATPase 116 kDa subunit a|ATPase, H+ transporting, lysosomal V0 subunit a1|ATPase, H+ transporting, lysosomal non-catalytic accessory protein 1 (110/116kD)|H(+)-transporting two-sector ATPase, 116 kDa accessory protein A1|V-ATPase 116 kDa|clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit|vacuolar adenosine triphosphatase subunit Ac116|vacuolar proton pump subunit 1|vacuolar proton translocating ATPase 116 kDa subunit A|vacuolar-type H(+)-ATPase 115 kDa subunit"
435,537,ATP6AP1,ATPase H+ transporting accessory protein 1,"16A, ATP6IP1, ATP6S1, Ac45, CF2, VATPS1, XAP-3, XAP3","V-type proton ATPase subunit S1|ATPase, H+ transporting, lysosomal (vacuolar proton pump), subunit 1|ATPase, H+ transporting, lysosomal accessory protein 1|ATPase, H+ transporting, lysosomal interacting protein 1|H-ATPase subunit|V-ATPase Ac45 subunit|V-ATPase S1 accessory protein|V-ATPase subunit S1|protein XAP-3|vacuolar proton pump subunit S1"
436,538,ATP7A,ATPase copper transporting alpha,"DSMAX, MK, MNK, SMAX3","copper-transporting ATPase 1|ATPase, Cu++ transporting, alpha polypeptide|Cu++-transporting P-type ATPase|Menkes disease-associated protein|copper pump 1"
437,539,ATP5PO,ATP synthase peripheral stalk subunit OSCP,"ATP5O, ATPO, HMC08D05, OSCP","ATP synthase subunit O, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit|human ATP synthase OSCP subunit|oligomycin sensitivity conferral protein oscp-like protein|oligomycin sensitivity conferring protein"
438,540,ATP7B,ATPase copper transporting beta,"PWD, WC1, WD, WND","copper-transporting ATPase 2|ATPase, Cu(2+)- transporting, beta polypeptide|ATPase, Cu++ transporting, beta polypeptide|Wilson disease-associated protein|copper pump 2"
439,66074,Tmem167,transmembrane protein 167,"0610041E09Rik, 5730424F14Rik, AU041184, AW537806, Gm10085, Tmem167a",protein kish-A|transmembrane protein 167A
440,131616,TMEM42,transmembrane protein 42,None,transmembrane protein 42
441,545,ATR,ATR serine/threonine kinase,"FCTCS, FRP1, MEC1, SCKL, SCKL1","serine/threonine-protein kinase ATR|FRAP-related protein-1|MEC1, mitosis entry checkpoint 1, homolog|ataxia telangiectasia and Rad3-related protein"
442,546,ATRX,"ATRX, chromatin remodeler","JMS, MRX52, RAD54, RAD54L, XH2, XNP, ZNF-HX","transcriptional regulator ATRX|ATP-dependent helicase ATRX|X-linked helicase II|X-linked nuclear protein|alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)"
443,547,KIF1A,kinesin family member 1A,"ATSV, C2orf20, HSN2C, MRD9, SPG30, UNC104","kinesin-like protein KIF1A|axonal transporter of synaptic vesicles|kinesin, heavy chain, member 1A, homolog of mouse|microtubule-based motor KIF1A|unc-104- and KIF1A-related protein"
444,549,AUH,AU RNA binding methylglutaconyl-CoA hydratase,None,"methylglutaconyl-CoA hydratase, mitochondrial|3-methylglutaconyl-CoA hydratase|AU RNA binding protein/enoyl-CoA hydratase|AU RNA-binding protein/enoyl-Coenzyme A hydratase|AU-binding protein/Enoyl-CoA hydratase|AU-specific RNA-binding enoyl-CoA hydratase|itaconyl-CoA hydratase"
445,550,AUP1,"AUP1, lipid droplet regulating VLDL assembly factor",None,ancient ubiquitous protein 1
446,551,AVP,arginine vasopressin,"ADH, ARVP, AVP-NPII, AVRP, VP",vasopressin-neurophysin 2-copeptin|antidiuretic hormone|copeptin|neurohypophyseal|prepro-AVP-NP II|prepro-arginine-vasopressin-neurophysin II|vasopressin-neurophysin II-copeptin
447,552,AVPR1A,arginine vasopressin receptor 1A,"AVPR V1a, AVPR1, V1aR",vasopressin V1a receptor|SCCL vasopressin subtype 1a receptor|V1-vascular vasopressin receptor AVPR1A|V1a vasopressin receptor|antidiuretic hormone receptor 1A|vascular/hepatic-type arginine vasopressin receptor
448,553,AVPR1B,arginine vasopressin receptor 1B,"AVPR3, V1bR",vasopressin V1b receptor|AVPR V1b|AVPR V3|antidiuretic hormone receptor 1B|arginine vasopressin receptor 3|pituitary vasopressin receptor 3|vasopressin V3 receptor
449,554,AVPR2,arginine vasopressin receptor 2,"ADHR, DI1, DIR, DIR3, NDI, V2R",vasopressin V2 receptor|AVPR V2|antidiuretic hormone receptor|renal-type arginine vasopressin receptor
450,558,AXL,AXL receptor tyrosine kinase,"ARK, JTK11, Tyro7, UFO",tyrosine-protein kinase receptor UFO|AXL oncogene|AXL transforming sequence/gene
451,100270639,IHPS5,"Pyloric stenosis, infantile hypertrophic, 5",None,None
452,560,AZF1,azoospermia factor 1,"AZF, AZFA, SP3",None
453,100270641,MYP16,myopia 16,None,None
454,100270642,CLLS3,"Leukemia, chronic lymphocytic, susceptibility to, 3",None,None
455,563,AZGP1,"alpha-2-glycoprotein 1, zinc-binding","ZA2G, ZAG","zinc-alpha-2-glycoprotein|Alpha-2-glycoprotein, zinc|Zn-alpha2-glycoprotein|testicular tissue protein Li 227|zn-alpha-2-GP|zn-alpha-2-glycoprotein"
456,100270643,CLLS4,"Leukemia, chronic lymphocytic susceptibility to, 4",None,None
457,100270644,CLLS5,"Leukemia, chronic lymphocytic susceptiblity to, 5",None,None
458,566,AZU1,azurocidin 1,"AZAMP, AZU, CAP37, HBP, HUMAZUR, NAZC, hHBP",azurocidin|cationic antimicrobial protein 37|cationic antimicrobial protein CAP37|heparin-binding protein|neutrophil azurocidin
459,567,B2M,beta-2-microglobulin,IMD43,beta-2-microglobulin|beta chain of MHC class I molecules|beta-2-microglobin
460,7209529,TAUT,hypothetical protein,BRAFLDRAFT_102617,None
461,570,BAAT,bile acid-CoA:amino acid N-acyltransferase,"BACAT, BAT",bile acid-CoA:amino acid N-acyltransferase|bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)|bile acid Coenzyme A: amino acid N-acyltransferase (glycine N-choloyltransferase)|long-chain fatty-acyl-CoA hydrolase
462,571,BACH1,BTB domain and CNC homolog 1,"BACH-1, BTBD24","transcription regulator protein BACH1|BTB and CNC homology 1, basic leucine zipper transcription factor 1|basic region leucine zipper transcriptional regulator BACH1"
463,572,BAD,BCL2 associated agonist of cell death,"BBC2, BCL2L8",bcl2-associated agonist of cell death|BCL-X/BCL-2 binding protein|BCL2-antagonist of cell death protein|BCL2-binding component 6|BCL2-binding protein|bcl-2-binding component 6|bcl-2-like protein 8|bcl-XL/Bcl-2-associated death promoter|bcl2 antagonist of cell death|bcl2-L-8
464,573,BAG1,BCL2 associated athanogene 1,"BAG-1, HAP, RAP46","BAG family molecular chaperone regulator 1|BCL2-associated athanogene|Bcl-2 associating athanogene-1 protein|Bcl-2-binding protein|glucocortoid receptor-associated protein RAP46|receptor-associated protein, 46-KD"
465,574,BAGE,B melanoma antigen,"BAGE1, CT2.1","B melanoma antigen 1|antigen MZ2-BA|cancer/testis antigen 2.1|cancer/testis antigen family 2, member 1"
466,575,ADGRB1,adhesion G protein-coupled receptor B1,"BAI1, GDAIF",adhesion G protein-coupled receptor B1|brain-specific angiogenesis inhibitor 1
467,576,ADGRB2,adhesion G protein-coupled receptor B2,BAI2,adhesion G protein-coupled receptor B2|brain-specific angiogenesis inhibitor 2
468,577,ADGRB3,adhesion G protein-coupled receptor B3,BAI3,adhesion G protein-coupled receptor B3|brain-specific angiogenesis inhibitor 3|dJ91B17.1 (brain-specific angiogenesis inhibitor 3)
469,578,BAK1,BCL2 antagonist/killer 1,"BAK, BAK-LIKE, BCL2L7, CDN1",bcl-2 homologous antagonist/killer|BCL2-like 7 protein|apoptosis regulator BAK|bcl-2-like protein 7|bcl2-L-7|pro-apoptotic protein BAK
470,579,NKX3-2,NK3 homeobox 2,"BAPX1, NKX3.2, NKX3B, SMMD",homeobox protein Nkx-3.2|bagpipe homeobox protein homolog 1|homeobox protein NK-3 homolog B
471,580,BARD1,BRCA1 associated RING domain 1,None,BRCA1-associated RING domain protein 1|BRCA1-associated RING domain gene 1|RING-type E3 ubiquitin transferase BARD1
472,581,BAX,"BCL2 associated X, apoptosis regulator",BCL2L4,apoptosis regulator BAX|BCL2 associated X protein|BCL2-associated X protein omega|Baxdelta2G9|Baxdelta2G9omega|Baxdelta2omega|bcl-2-like protein 4|bcl2-L-4
473,582,BBS1,Bardet-Biedl syndrome 1,BBS2L2,Bardet-Biedl syndrome 1 protein|BBS2-like protein 2
474,583,BBS2,Bardet-Biedl syndrome 2,"BBS, RP74",Bardet-Biedl syndrome 2 protein
475,197187,SNAI3-AS1,SNAI3 antisense RNA 1,None,None
476,585,BBS4,Bardet-Biedl syndrome 4,None,Bardet-Biedl syndrome 4 protein
477,586,BCAT1,branched chain amino acid transaminase 1,"BCATC, BCT1, ECA39, MECA39, PNAS121, PP18","branched-chain-amino-acid aminotransferase, cytosolic|branched chain amino-acid transaminase 1, cytosolic|branched chain aminotransferase 1, cytosolic|placental protein 18"
478,587,BCAT2,branched chain amino acid transaminase 2,"BCAM, BCATM, BCT2, PP18","branched-chain-amino-acid aminotransferase, mitochondrial|branched chain amino-acid transaminase 2, mitochondrial|branched chain aminotransferase 2, mitochondrial|placental protein 18"
479,197196,LINC00311,long intergenic non-protein coding RNA 311,"NCRNA00311, TMEM148",transmembrane protein 148
480,590,BCHE,butyrylcholinesterase,"BCHED, CHE1, CHE2, E1",cholinesterase|acylcholine acylhydrolase|butyrylcholine esterase|choline esterase II|cholinesterase (serum) 2|cholinesterase 1|pseudocholinesterase
481,593,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide","BCKDE1A, MSU, MSUD1, OVD1A","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial|2-oxoisovalerate dehydrogenase (lipoamide)|BCKDH E1-alpha|branched chain keto acid dehydrogenase E1 alpha protein|branched-chain alpha-keto acid dehydrogenase E1 component alpha chain"
482,594,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,"BCKDE1B, BCKDH E1-beta, E1B","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial|E1b-beta subunit of the branched-chain complex|branched chain alpha-ketoacid dehydrogenase E1-beta subunit|branched chain keto acid dehydrogenase E1, beta polypeptide|branched-chain alpha-keto acid dehydrogenase E1 component beta chain|testis secretory sperm-binding protein Li 240mP"
483,595,CCND1,cyclin D1,"BCL1, D11S287E, PRAD1, U21B31",G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene
484,596,BCL2,"BCL2, apoptosis regulator","Bcl-2, PPP1R50","apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50"
485,131669,UROC1,urocanate hydratase 1,"HMFN0320, UROCD",urocanate hydratase|imidazolonepropionate hydrolase|urocanase 1|urocanase domain containing 1
486,598,BCL2L1,BCL2 like 1,"BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52","bcl-2-like protein 1|apoptosis regulator Bcl-X|protein phosphatase 1, regulatory subunit 52"
487,100270679,LINC01432,long intergenic non-protein coding RNA 1432,None,None
488,597,BCL2A1,BCL2 related protein A1,"ACC-1, ACC-2, ACC1, ACC2, BCL2L5, BFL1, GRS, HBPA1",bcl-2-related protein A1|bcl-2-like protein 5|bcl2-L-5|hematopoietic BCL2-related protein A1|hemopoietic-specific early response protein|protein BFL-1
489,100270680,CASC11,cancer susceptibility 11,"CARLO7, CARLo-7, LINC00990, TCONS_00014535",cancer susceptibility 11 (non-protein coding)|cancer susceptibility candidate 11 (non-protein coding)|long intergenic non-protein coding RNA 990
490,599,BCL2L2,BCL2 like 2,"BCL-W, BCL2-L-2, BCLW, PPP1R51","bcl-2-like protein 2|apoptosis regulator BCL-W|protein phosphatase 1, regulatory subunit 51"
491,602,BCL3,B cell CLL/lymphoma 3,"BCL4, D19S37",B-cell lymphoma 3 protein|B-cell leukemia/lymphoma 3|B-cell lymphoma 3-encoded protein|BCL-3|chronic lymphatic leukemia protein|proto-oncogene BCL3
492,604,BCL6,B cell CLL/lymphoma 6,"BCL5, BCL6A, LAZ3, ZBTB27, ZNF51",B-cell lymphoma 6 protein|B-cell lymphoma 5 protein|B-cell lymphoma 6 protein transcript|BCL-5|BCL-6|cys-his2 zinc finger transcription factor|lymphoma-associated zinc finger gene on chromosome 3|protein LAZ-3|zinc finger and BTB domain-containing protein 27|zinc finger protein 51|zinc finger transcription factor BCL6S
493,605,BCL7A,BCL tumor suppressor 7A,BCL7,B-cell CLL/lymphoma 7 protein family member A|B-cell CLL/lymphoma 7A|B-cell CLL/lymphoma-7
494,606,NBEAP1,neurobeachin pseudogene 1,"BCL8, BCL8A",B-cell CLL/lymphoma 8
495,607,BCL9,B cell CLL/lymphoma 9,LGS,B-cell CLL/lymphoma 9 protein|B-cell lymphoma 9 protein|bcl-9|protein legless homolog
496,608,TNFRSF17,TNF receptor superfamily member 17,"BCM, BCMA, CD269, TNFRSF13A",tumor necrosis factor receptor superfamily member 17|B cell maturation antigen|B-cell maturation factor|B-cell maturation protein
497,100270688,CYorf15A,chromosome Y open reading frame 15A,None,chromosome Y open reading frame 15A
498,610,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,"BCNG-2, BCNG2, HAC-1",potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2|brain cyclic nucleotide-gated channel 2|hyperpolarization activated cyclic nucleotide gated potassium channel 2
499,611,OPN1SW,"opsin 1, short wave sensitive","BCP, BOP, CBT","short-wave-sensitive opsin 1|blue cone photoreceptor pigment|blue-sensitive opsin|opsin 1 (cone pigments), short-wave-sensitive"
500,613,BCR,"BCR, RhoGEF and GTPase activating protein","ALL, BCR1, CML, D22S11, D22S662, PHL",breakpoint cluster region protein|BCR/FGFR1 chimera protein|FGFR1/BCR chimera protein|breakpoint cluster region|renal carcinoma antigen NY-REN-26
